№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя
107357,Ухвала,05.06.2006,,Господарське,15/5262а,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
107358,Ухвала,05.06.2006,,Господарське,14/488,Київський міжобласний апеляційний господарський суд,Андрейцева Г.М.
107359,Ухвала,05.06.2006,,Господарське,09/1654а,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
131444,Ухвала,05.06.2006,,Господарське,3/9,Київський міжобласний апеляційний господарський суд,Корсакова Г.В.
165631,Ухвала,05.06.2006,,Господарське,09/3731,Київський міжобласний апеляційний господарський суд,Мельник С.М.
165653,Ухвала,05.06.2006,,Господарське,3/155,Київський міжобласний апеляційний господарський суд,Корсакова Г.В.
166339,Ухвала,05.06.2006,,Господарське,07/5358а,Київський міжобласний апеляційний господарський суд,Мельник С.М.
160895,Ухвала,05.06.2006,,Господарське,209/18-06,Господарський суд Київської області,Кошик А.Ю.
272502,Ухвала,05.06.2006,,Господарське,210/18-06,Господарський суд Київської області,Кошик А.Ю.
5022,Ухвала,05.06.2006,,Господарське,88/17-06,Господарський суд Київської області,Грєхов А.С.
